date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:42	54171/54171	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:04%20GMT	http://thememinister.com/crm/quote.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/quote.html	(from http://thememinister.com/crm/)
00:27:43	41867/41867	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:51:24%20GMT	http://thememinister.com/crm/nquote.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/nquote.html	(from http://thememinister.com/crm/)
00:27:44	54318/54318	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:58%20GMT	http://thememinister.com/crm/payment.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/payment.html	(from http://thememinister.com/crm/)
00:27:45	52841/52841	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:42%20GMT	http://thememinister.com/crm/taxeport.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/taxeport.html	(from http://thememinister.com/crm/)
00:27:47	56120/56120	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:49:38%20GMT	http://thememinister.com/crm/rtask.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/rtask.html	(from http://thememinister.com/crm/)
00:27:49	52038/52038	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:01:10%20GMT	http://thememinister.com/crm/atask.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/atask.html	(from http://thememinister.com/crm/)
00:27:51	45676/45676	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:12%20GMT	http://thememinister.com/crm/cpayment.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/cpayment.html	(from http://thememinister.com/crm/)
00:27:52	45684/45684	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:57:52%20GMT	http://thememinister.com/crm/emanage.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/emanage.html	(from http://thememinister.com/crm/)
00:27:53	45683/45683	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:58:20%20GMT	http://thememinister.com/crm/ecategory.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/ecategory.html	(from http://thememinister.com/crm/)
00:27:55	39527/39527	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:32%20GMT	http://thememinister.com/crm/preport.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/preport.html	(from http://thememinister.com/crm/)
00:27:56	44693/44693	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:06%20GMT	http://thememinister.com/crm/creport.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/creport.html	(from http://thememinister.com/crm/)
00:27:56	58983/58983	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:57:32%20GMT	http://thememinister.com/crm/ereport.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/ereport.html	(from http://thememinister.com/crm/)
00:27:58	43891/43891	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:54:46%20GMT	http://thememinister.com/crm/incomexp.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/incomexp.html	(from http://thememinister.com/crm/)
00:27:59	47718/47718	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:34%20GMT	http://thememinister.com/crm/thistory.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/thistory.html	(from http://thememinister.com/crm/)
00:28:01	55483/55483	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:04%20GMT	http://thememinister.com/crm/timechange.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/timechange.html	(from http://thememinister.com/crm/)
00:28:01	39624/39624	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:00:56%20GMT	http://thememinister.com/crm/atreport.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/atreport.html	(from http://thememinister.com/crm/)
00:28:03	55990/55990	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:53:58%20GMT	http://thememinister.com/crm/jpost.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/jpost.html	(from http://thememinister.com/crm/)
00:28:03	52902/52902	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:54:06%20GMT	http://thememinister.com/crm/japp.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/japp.html	(from http://thememinister.com/crm/)
00:28:05	57313/57313	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:49:26%20GMT	http://thememinister.com/crm/salary.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/salary.html	(from http://thememinister.com/crm/)
00:28:07	56256/56256	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:56:36%20GMT	http://thememinister.com/crm/hourly.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/hourly.html	(from http://thememinister.com/crm/)
00:28:09	39623/39623	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:52:48%20GMT	http://thememinister.com/crm/managesal.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/managesal.html	(from http://thememinister.com/crm/)
00:28:10	64029/64029	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:57:44%20GMT	http://thememinister.com/crm/empsallist.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/empsallist.html	(from http://thememinister.com/crm/)
00:28:11	39977/39977	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:52:12%20GMT	http://thememinister.com/crm/mpayment.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/mpayment.html	(from http://thememinister.com/crm/)
00:28:12	39910/39910	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:57:10%20GMT	http://thememinister.com/crm/generatepay.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/generatepay.html	(from http://thememinister.com/crm/)
00:28:13	46187/46187	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:40%20GMT	http://thememinister.com/crm/paysum.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/paysum.html	(from http://thememinister.com/crm/)
00:28:15	48700/48700	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:49:10%20GMT	http://thememinister.com/crm/stockcat.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/stockcat.html	(from http://thememinister.com/crm/)
00:28:15	52572/52572	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:52:40%20GMT	http://thememinister.com/crm/manstock.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/manstock.html	(from http://thememinister.com/crm/)
00:28:17	60379/60379	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:01:18%20GMT	http://thememinister.com/crm/astock.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/astock.html	(from http://thememinister.com/crm/)
00:28:19	56043/56043	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:22%20GMT	http://thememinister.com/crm/ticanswer.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/ticanswer.html	(from http://thememinister.com/crm/)
00:28:21	56046/56046	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:14%20GMT	http://thememinister.com/crm/ticopen.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/ticopen.html	(from http://thememinister.com/crm/)
00:28:23	55985/55985	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:54:24%20GMT	http://thememinister.com/crm/iprocess.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/iprocess.html	(from http://thememinister.com/crm/)
00:28:25	56054/56054	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:34%20GMT	http://thememinister.com/crm/close.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/close.html	(from http://thememinister.com/crm/)
00:28:27	56052/56052	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:01:28%20GMT	http://thememinister.com/crm/allticket.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/allticket.html	(from http://thememinister.com/crm/)
00:28:29	48844/48844	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:01:02%20GMT	http://thememinister.com/crm/ativitylog.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/ativitylog.html	(from http://thememinister.com/crm/)
00:28:30	51261/51261	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:58:08%20GMT	http://thememinister.com/crm/emailmes.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/emailmes.html	(from http://thememinister.com/crm/)
00:28:31	40666/40666	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:49:00%20GMT	http://thememinister.com/crm/systemsts.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/systemsts.html	(from http://thememinister.com/crm/)
00:28:32	51282/51282	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:00:12%20GMT	http://thememinister.com/crm/charts_flot.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/charts_flot.html	(from http://thememinister.com/crm/)
00:28:34	51547/51547	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:00:04%20GMT	http://thememinister.com/crm/charts_Js.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/charts_Js.html	(from http://thememinister.com/crm/)
00:28:35	41054/41054	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:56%20GMT	http://thememinister.com/crm/charts_morris.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/charts_morris.html	(from http://thememinister.com/crm/)
00:28:36	49035/49035	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:50%20GMT	http://thememinister.com/crm/charts_sparkline.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/charts_sparkline.html	(from http://thememinister.com/crm/)
00:28:38	103235/103235	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:56:00%20GMT	http://thememinister.com/crm/icons_bootstrap.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_bootstrap.html	(from http://thememinister.com/crm/)
00:28:42	97752/97752	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:55:46%20GMT	http://thememinister.com/crm/icons_flag.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_flag.html	(from http://thememinister.com/crm/)
00:28:43	413820/413820	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:55:30%20GMT	http://thememinister.com/crm/icons_fontawesome.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_fontawesome.html	(from http://thememinister.com/crm/)
00:28:45	257124/257124	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:55:14%20GMT	http://thememinister.com/crm/icons_material.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_material.html	(from http://thememinister.com/crm/)
00:28:45	102308/102308	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:54:56%20GMT	http://thememinister.com/crm/icons_weather.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_weather.html	(from http://thememinister.com/crm/)
00:28:46	117626/117626	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:55:22%20GMT	http://thememinister.com/crm/icons_line.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_line.html	(from http://thememinister.com/crm/)
00:28:48	115591/115591	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:55:04%20GMT	http://thememinister.com/crm/icons_pe.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icons_pe.html	(from http://thememinister.com/crm/)
00:28:49	113630/113630	---M--	200	added ('OK')	text/html	date:Wed,%2031%20May%202017%2012:04:42%20GMT	http://thememinister.com/crm/icon_socicon.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icon_socicon.html	(from http://thememinister.com/crm/)
00:28:51	4505/4505	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2010:30:34%20GMT	http://thememinister.com/crm/register.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/register.html	(from http://thememinister.com/crm/)
00:28:51	3218/3218	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2010:31:39%20GMT	http://thememinister.com/crm/forget_password.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/forget_password.html	(from http://thememinister.com/crm/)
00:28:51	2883/2883	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2010:32:12%20GMT	http://thememinister.com/crm/lockscreen.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/lockscreen.html	(from http://thememinister.com/crm/)
00:28:51	2609/2609	---M--	200	added ('OK')	text/html	date:Mon,%2029%20May%202017%2012:00:00%20GMT	http://thememinister.com/crm/404.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/404.html	(from http://thememinister.com/crm/)
00:28:52	2037/2037	---M--	200	added ('OK')	text/html	date:Sun,%2014%20May%202017%2011:54:06%20GMT	http://thememinister.com/crm/505.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/505.html	(from http://thememinister.com/crm/)
00:28:53	38843/38843	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:00:38%20GMT	http://thememinister.com/crm/blank.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/blank.html	(from http://thememinister.com/crm/)
00:28:54	55601/55601	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:48:52%20GMT	http://thememinister.com/crm/tabs.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/tabs.html	(from http://thememinister.com/crm/)
00:28:54	94619/94619	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2016:00:30%20GMT	http://thememinister.com/crm/buttons.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/buttons.html	(from http://thememinister.com/crm/)
00:28:56	72976/72976	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:51:34%20GMT	http://thememinister.com/crm/notification.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/notification.html	(from http://thememinister.com/crm/)
00:28:57	50648/50648	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:47:38%20GMT	http://thememinister.com/crm/tree-view.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/tree-view.html	(from http://thememinister.com/crm/)
00:28:59	60276/60276	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:14%20GMT	http://thememinister.com/crm/progressbars.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/progressbars.html	(from http://thememinister.com/crm/)
00:29:00	50451/50451	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:53:38%20GMT	http://thememinister.com/crm/list.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/list.html	(from http://thememinister.com/crm/)
00:29:01	54684/54684	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:47:08%20GMT	http://thememinister.com/crm/typography.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/typography.html	(from http://thememinister.com/crm/)
00:29:03	46935/46935	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:51:06%20GMT	http://thememinister.com/crm/panels.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/panels.html	(from http://thememinister.com/crm/)
00:29:05	89447/89447	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:52:22%20GMT	http://thememinister.com/crm/modals.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/modals.html	(from http://thememinister.com/crm/)
00:29:06	60776/60776	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:56:12%20GMT	http://thememinister.com/crm/icheck_toggle_pagination.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/icheck_toggle_pagination.html	(from http://thememinister.com/crm/)
00:29:07	47228/47228	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:53:48%20GMT	http://thememinister.com/crm/labels-badges-alerts.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/labels-badges-alerts.html	(from http://thememinister.com/crm/)
00:29:09	42451/42451	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:56:52%20GMT	http://thememinister.com/crm/gsetting.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/gsetting.html	(from http://thememinister.com/crm/)
00:29:10	50235/50235	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:49:16%20GMT	http://thememinister.com/crm/stfsetting.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/stfsetting.html	(from http://thememinister.com/crm/)
00:29:11	40761/40761	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:57:58%20GMT	http://thememinister.com/crm/emailsetting.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/emailsetting.html	(from http://thememinister.com/crm/)
00:29:12	40482/40482	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:50:50%20GMT	http://thememinister.com/crm/paysetting.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/paysetting.html	(from http://thememinister.com/crm/)
00:29:13	55202/55202	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:59:26%20GMT	http://thememinister.com/crm/company.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/company.html	(from http://thememinister.com/crm/)
00:29:13	78454/78454	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:56:46%20GMT	http://thememinister.com/crm/holiday.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/holiday.html	(from http://thememinister.com/crm/)
00:29:15	57399/57399	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:46:56%20GMT	http://thememinister.com/crm/user.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/user.html	(from http://thememinister.com/crm/)
00:29:16	51859/51859	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:54:16%20GMT	http://thememinister.com/crm/items.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/items.html	(from http://thememinister.com/crm/)
00:29:18	54771/54771	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Jun%202017%2015:58:44%20GMT	http://thememinister.com/crm/department.html	D:/admin_UI/EcomAdminCrm/thememinister.com/crm/department.html	(from http://thememinister.com/crm/)
